Solyc09g089530.3	GO:0050660
Solyc01g079940.3	GO:0003824; GO:0008152
Solyc08g067560.2	GO:0000160; GO:0004871
Solyc01g100020.3	GO:0003824; GO:0009058; GO:0030170
Solyc00g227860.1	GO:0003676
Solyc11g005340.2	GO:0005515
Solyc10g006740.3	GO:0005515; GO:0008270
Solyc07g041000.3	GO:0016021; GO:0016757
Solyc04g074760.3	GO:0004672; GO:0006468
Solyc10g005510.3	GO:0017108; GO:0033567; GO:0043142
Solyc00g020040.1	GO:0004672; GO:0006468
Solyc06g054660.1	GO:0000982; GO:0000987; GO:0045944
Solyc03g044050.2	GO:0004672; GO:0005524; GO:0006468
Solyc06g075410.3	GO:0005488
Solyc02g020960.2	GO:0009772; GO:0019684; GO:0045156
Solyc10g079980.1	GO:0004177; GO:0006508; GO:0008235
Solyc07g040750.2	GO:0006355
Solyc08g067620.2	GO:0005515
Solyc11g045430.1	GO:0004672; GO:0006468
Solyc09g075970.3	GO:0005515
Solyc07g063905.1	GO:0006281; GO:0006338; GO:0035267; GO:0043967; GO:0043968
Solyc02g082950.3	GO:0016702; GO:0046872; GO:0055114
Solyc06g054120.2	GO:0006355; GO:0009584
Solyc07g055810.3	GO:0003723
Solyc02g082610.1	GO:0016491; GO:0055114
Solyc00g095860.1	GO:0005515
Solyc12g010750.2	GO:0005488
Solyc01g096300.3	GO:0006355
Solyc02g021770.1	GO:0004553; GO:0005975
Solyc09g075380.1	GO:0004252; GO:0006508
Solyc06g075360.3	GO:0005875; GO:0007017
Solyc04g055207.1	GO:0003677
Solyc01g101110.3	GO:0003677
Solyc02g063230.1	GO:0005634; GO:0006511; GO:0007275
Solyc04g039965.1	GO:0008152; GO:0016491; GO:0055114
Solyc08g079770.3	GO:0005515
Solyc01g112070.3	GO:0003677
Solyc02g069540.2	GO:0005515
Solyc10g045420.2	GO:0003677
Solyc04g078880.3	GO:0005524; GO:0009507
Solyc03g098070.3	GO:0046872
Solyc11g068750.2	GO:0003824; GO:0009058; GO:0030170
Solyc02g090770.1	GO:0005515
Solyc05g045790.1	GO:0005515; GO:0008270
Solyc12g089080.2	GO:0008270
Solyc11g071280.2	GO:0008168
Solyc01g110843.1	GO:0004725; GO:0016311; GO:0016791
Solyc11g030570.1	GO:0008835; GO:0009231; GO:0055114
Solyc09g015040.1	GO:0004842; GO:0016567; GO:0046621
Solyc10g031560.1	GO:0005515
Solyc07g062310.3	GO:0005975
Solyc01g010060.2	GO:0016491; GO:0055114
Solyc05g054410.3	GO:0003677
Solyc06g050250.1	GO:0008375; GO:0016020
Solyc07g005520.1	GO:0046983
Solyc07g056170.3	GO:0050832
Solyc04g064763.1	GO:0005488
Solyc01g105190.3	GO:0016020; GO:0055114
Solyc02g094460.2	GO:0004497; GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc01g060205.1	GO:0006812; GO:0015299; GO:0016021
Solyc02g036440.3	GO:0016021
Solyc07g042260.3	GO:0008168
Solyc03g114165.1	GO:0003950; GO:0006471
Solyc10g079180.2	GO:0016036
Solyc01g106950.3	GO:0030288
Solyc03g116063.1	GO:0005515
Solyc07g053630.3	GO:0016787
Solyc03g082690.3	GO:0005515; GO:0008270
Solyc11g011360.2	GO:0009055
Solyc05g013450.3	GO:0003746; GO:0006414
Solyc12g096910.1	GO:0000166; GO:0046872
Solyc01g112220.3	GO:0009611; GO:0009694; GO:0009864; GO:0080123
Solyc03g097870.3	GO:0005515
Solyc01g005300.3	GO:0004672; GO:0005524; GO:0006468
